document_id,method,judge,criterion,score,ok,error,prompt_tokens,completion_tokens
525eb53e6a381dff,lit_informed_tight,gemini-2.0-flash,clarity,75,True,,599,54
525eb53e6a381dff,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,635,74
0b52420f9d02601b,naive_tight,llama-3.3-70b,clarity,95,True,,598,77
0b52420f9d02601b,naive_tight,llama-3.3-70b,informativeness,81,True,,637,98
0b52420f9d02601b,naive_tight,gemini-2.0-flash,clarity,85,True,,592,50
0b52420f9d02601b,naive_tight,gemini-2.0-flash,informativeness,55,True,,628,69
0b52420f9d02601b,lit_informed_tight,llama-3.3-70b,clarity,90,True,,583,76
0b52420f9d02601b,lit_informed_tight,llama-3.3-70b,informativeness,73,True,,622,76
0b52420f9d02601b,lit_informed_tight,gemini-2.0-flash,clarity,90,True,,578,54
0b52420f9d02601b,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,614,65
a6dc02edeaa5fb04,naive_tight,llama-3.3-70b,clarity,90,True,,610,89
a6dc02edeaa5fb04,naive_tight,llama-3.3-70b,informativeness,41,True,,649,107
a6dc02edeaa5fb04,naive_tight,gemini-2.0-flash,clarity,85,True,,607,48
a6dc02edeaa5fb04,naive_tight,gemini-2.0-flash,informativeness,45,True,,643,64
a6dc02edeaa5fb04,lit_informed_tight,llama-3.3-70b,clarity,90,True,,590,99
a6dc02edeaa5fb04,lit_informed_tight,llama-3.3-70b,informativeness,60,True,,629,97
a6dc02edeaa5fb04,lit_informed_tight,gemini-2.0-flash,clarity,72,True,,587,65
a6dc02edeaa5fb04,lit_informed_tight,gemini-2.0-flash,informativeness,45,True,,623,75
e0992cfcfec445b2,naive_tight,llama-3.3-70b,clarity,90,True,,603,94
e0992cfcfec445b2,naive_tight,llama-3.3-70b,informativeness,50,True,,642,95
e0992cfcfec445b2,naive_tight,gemini-2.0-flash,clarity,85,True,,594,50
e0992cfcfec445b2,naive_tight,gemini-2.0-flash,informativeness,65,True,,630,67
e0992cfcfec445b2,lit_informed_tight,llama-3.3-70b,clarity,90,True,,604,79
e0992cfcfec445b2,lit_informed_tight,llama-3.3-70b,informativeness,65,True,,643,101
e0992cfcfec445b2,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,594,45
e0992cfcfec445b2,lit_informed_tight,gemini-2.0-flash,informativeness,75,True,,630,68
cd35ed2d33f6a2b1,naive_tight,llama-3.3-70b,clarity,90,True,,705,82
cd35ed2d33f6a2b1,naive_tight,llama-3.3-70b,informativeness,81,True,,744,104
cd35ed2d33f6a2b1,naive_tight,gemini-2.0-flash,clarity,75,True,,702,52
cd35ed2d33f6a2b1,naive_tight,gemini-2.0-flash,informativeness,75,True,,738,81
cd35ed2d33f6a2b1,lit_informed_tight,llama-3.3-70b,clarity,90,True,,752,84
cd35ed2d33f6a2b1,lit_informed_tight,llama-3.3-70b,informativeness,90,True,,791,96
cd35ed2d33f6a2b1,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,757,46
cd35ed2d33f6a2b1,lit_informed_tight,gemini-2.0-flash,informativeness,75,True,,793,60
39c9aabaa3691cdf,naive_tight,llama-3.3-70b,clarity,90,True,,622,84
39c9aabaa3691cdf,naive_tight,llama-3.3-70b,informativeness,50,True,,661,87
39c9aabaa3691cdf,naive_tight,gemini-2.0-flash,clarity,75,True,,616,55
39c9aabaa3691cdf,naive_tight,gemini-2.0-flash,informativeness,55,True,,652,55
39c9aabaa3691cdf,lit_informed_tight,llama-3.3-70b,clarity,90,True,,616,84
39c9aabaa3691cdf,lit_informed_tight,llama-3.3-70b,informativeness,60,True,,655,85
39c9aabaa3691cdf,lit_informed_tight,gemini-2.0-flash,clarity,75,True,,609,51
39c9aabaa3691cdf,lit_informed_tight,gemini-2.0-flash,informativeness,45,True,,645,63
89e80788d130a738,naive_tight,llama-3.3-70b,clarity,90,True,,618,81
89e80788d130a738,naive_tight,llama-3.3-70b,informativeness,58,True,,657,108
89e80788d130a738,naive_tight,gemini-2.0-flash,clarity,85,True,,611,48
89e80788d130a738,naive_tight,gemini-2.0-flash,informativeness,65,True,,647,65
89e80788d130a738,lit_informed_tight,llama-3.3-70b,clarity,90,True,,621,92
89e80788d130a738,lit_informed_tight,llama-3.3-70b,informativeness,73,True,,660,92
89e80788d130a738,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,612,53
89e80788d130a738,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,648,61
ea89d3f6c707c4f2,naive_tight,llama-3.3-70b,clarity,90,True,,587,90
ea89d3f6c707c4f2,naive_tight,llama-3.3-70b,informativeness,50,True,,626,90
ea89d3f6c707c4f2,naive_tight,gemini-2.0-flash,clarity,75,True,,580,54
ea89d3f6c707c4f2,naive_tight,gemini-2.0-flash,informativeness,45,True,,616,79
ea89d3f6c707c4f2,lit_informed_tight,llama-3.3-70b,clarity,90,True,,597,99
ea89d3f6c707c4f2,lit_informed_tight,llama-3.3-70b,informativeness,65,True,,636,99
ea89d3f6c707c4f2,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,589,53
ea89d3f6c707c4f2,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,625,69
0fff5b7448db9135,naive_tight,llama-3.3-70b,clarity,95,True,,642,82
0fff5b7448db9135,naive_tight,llama-3.3-70b,informativeness,90,True,,681,109
0fff5b7448db9135,naive_tight,gemini-2.0-flash,clarity,85,True,,639,46
0fff5b7448db9135,naive_tight,gemini-2.0-flash,informativeness,70,True,,675,67
0fff5b7448db9135,lit_informed_tight,llama-3.3-70b,clarity,95,True,,625,83
0fff5b7448db9135,lit_informed_tight,llama-3.3-70b,informativeness,90,True,,664,92
0fff5b7448db9135,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,621,50
0fff5b7448db9135,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,657,59
64fe2cfa1a9c325b,naive_tight,llama-3.3-70b,clarity,80,True,,597,99
64fe2cfa1a9c325b,naive_tight,llama-3.3-70b,informativeness,30,True,,636,107
64fe2cfa1a9c325b,naive_tight,gemini-2.0-flash,clarity,65,True,,591,55
64fe2cfa1a9c325b,naive_tight,gemini-2.0-flash,informativeness,45,True,,627,74
64fe2cfa1a9c325b,lit_informed_tight,llama-3.3-70b,clarity,90,True,,591,85
64fe2cfa1a9c325b,lit_informed_tight,llama-3.3-70b,informativeness,50,True,,630,104
64fe2cfa1a9c325b,lit_informed_tight,gemini-2.0-flash,clarity,75,True,,586,56
64fe2cfa1a9c325b,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,622,66
7095e819facada4e,naive_tight,llama-3.3-70b,clarity,90,True,,591,83
7095e819facada4e,naive_tight,llama-3.3-70b,informativeness,41,True,,630,90
7095e819facada4e,naive_tight,gemini-2.0-flash,clarity,72,True,,585,63
7095e819facada4e,naive_tight,gemini-2.0-flash,informativeness,55,True,,621,53
7095e819facada4e,lit_informed_tight,llama-3.3-70b,clarity,90,True,,604,74
7095e819facada4e,lit_informed_tight,llama-3.3-70b,informativeness,60,True,,643,100
7095e819facada4e,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,596,50
7095e819facada4e,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,632,69
d77efc3b5b0499a9,naive_tight,llama-3.3-70b,clarity,95,True,,639,72
d77efc3b5b0499a9,naive_tight,llama-3.3-70b,informativeness,90,True,,678,84
d77efc3b5b0499a9,naive_tight,gemini-2.0-flash,clarity,90,True,,636,43
d77efc3b5b0499a9,naive_tight,gemini-2.0-flash,informativeness,75,True,,672,67
d77efc3b5b0499a9,lit_informed_tight,llama-3.3-70b,clarity,96,True,,625,91
d77efc3b5b0499a9,lit_informed_tight,llama-3.3-70b,informativeness,90,True,,664,104
d77efc3b5b0499a9,lit_informed_tight,gemini-2.0-flash,clarity,90,True,,622,54
d77efc3b5b0499a9,lit_informed_tight,gemini-2.0-flash,informativeness,75,True,,658,67
863091fb20084275,naive_tight,llama-3.3-70b,clarity,95,True,,621,74
863091fb20084275,naive_tight,llama-3.3-70b,informativeness,80,True,,660,90
863091fb20084275,naive_tight,gemini-2.0-flash,clarity,85,True,,610,56
863091fb20084275,naive_tight,gemini-2.0-flash,informativeness,55,True,,646,65
863091fb20084275,lit_informed_tight,llama-3.3-70b,clarity,95,True,,615,85
863091fb20084275,lit_informed_tight,llama-3.3-70b,informativeness,75,True,,654,99
863091fb20084275,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,607,56
863091fb20084275,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,643,76
74a9f7c2ec8e9995,naive_tight,llama-3.3-70b,clarity,90,True,,627,87
74a9f7c2ec8e9995,naive_tight,llama-3.3-70b,informativeness,73,True,,666,92
74a9f7c2ec8e9995,naive_tight,gemini-2.0-flash,clarity,85,True,,617,48
74a9f7c2ec8e9995,naive_tight,gemini-2.0-flash,informativeness,65,True,,653,64
74a9f7c2ec8e9995,lit_informed_tight,llama-3.3-70b,clarity,90,True,,634,90
74a9f7c2ec8e9995,lit_informed_tight,llama-3.3-70b,informativeness,81,True,,673,105
74a9f7c2ec8e9995,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,628,48
74a9f7c2ec8e9995,lit_informed_tight,gemini-2.0-flash,informativeness,70,True,,664,62
bfd5a54227b0337d,naive_tight,llama-3.3-70b,clarity,90,True,,638,83
bfd5a54227b0337d,naive_tight,llama-3.3-70b,informativeness,80,True,,677,96
bfd5a54227b0337d,naive_tight,gemini-2.0-flash,clarity,85,True,,633,43
bfd5a54227b0337d,naive_tight,gemini-2.0-flash,informativeness,65,True,,669,80
bfd5a54227b0337d,lit_informed_tight,llama-3.3-70b,clarity,90,True,,633,87
bfd5a54227b0337d,lit_informed_tight,llama-3.3-70b,informativeness,81,True,,672,96
bfd5a54227b0337d,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,624,44
bfd5a54227b0337d,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,660,78
97b87b3ab42b403a,naive_tight,llama-3.3-70b,clarity,90,True,,582,86
97b87b3ab42b403a,naive_tight,llama-3.3-70b,informativeness,40,True,,621,82
97b87b3ab42b403a,naive_tight,gemini-2.0-flash,clarity,85,True,,577,52
97b87b3ab42b403a,naive_tight,gemini-2.0-flash,informativeness,55,True,,613,58
97b87b3ab42b403a,lit_informed_tight,llama-3.3-70b,clarity,90,True,,604,89
97b87b3ab42b403a,lit_informed_tight,llama-3.3-70b,informativeness,41,True,,643,98
97b87b3ab42b403a,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,597,45
97b87b3ab42b403a,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,633,55
3e038efd39410b53,naive_tight,llama-3.3-70b,clarity,95,True,,612,76
3e038efd39410b53,naive_tight,llama-3.3-70b,informativeness,85,True,,651,93
3e038efd39410b53,naive_tight,gemini-2.0-flash,clarity,85,True,,602,44
3e038efd39410b53,naive_tight,gemini-2.0-flash,informativeness,75,True,,638,63
3e038efd39410b53,lit_informed_tight,llama-3.3-70b,clarity,90,True,,607,75
3e038efd39410b53,lit_informed_tight,llama-3.3-70b,informativeness,81,True,,646,102
3e038efd39410b53,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,599,54
3e038efd39410b53,lit_informed_tight,gemini-2.0-flash,informativeness,75,True,,635,61
889e242ff240d38b,naive_tight,llama-3.3-70b,clarity,95,True,,636,83
889e242ff240d38b,naive_tight,llama-3.3-70b,informativeness,80,True,,675,95
889e242ff240d38b,naive_tight,gemini-2.0-flash,clarity,85,True,,628,45
889e242ff240d38b,naive_tight,gemini-2.0-flash,informativeness,75,True,,664,64
889e242ff240d38b,lit_informed_tight,llama-3.3-70b,clarity,95,True,,624,82
889e242ff240d38b,lit_informed_tight,llama-3.3-70b,informativeness,81,True,,663,88
889e242ff240d38b,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,619,47
889e242ff240d38b,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,655,54
c31d66e369629325,naive_tight,llama-3.3-70b,clarity,95,True,,652,84
c31d66e369629325,naive_tight,llama-3.3-70b,informativeness,81,True,,691,107
c31d66e369629325,naive_tight,gemini-2.0-flash,clarity,85,True,,643,50
c31d66e369629325,naive_tight,gemini-2.0-flash,informativeness,70,True,,679,77
c31d66e369629325,lit_informed_tight,llama-3.3-70b,clarity,90,True,,639,83
c31d66e369629325,lit_informed_tight,llama-3.3-70b,informativeness,90,True,,678,109
c31d66e369629325,lit_informed_tight,gemini-2.0-flash,clarity,90,True,,632,54
c31d66e369629325,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,668,59
c54a9e6d6cf85712,naive_tight,llama-3.3-70b,clarity,95,True,,648,79
c54a9e6d6cf85712,naive_tight,llama-3.3-70b,informativeness,70,True,,687,97
c54a9e6d6cf85712,naive_tight,gemini-2.0-flash,clarity,90,True,,644,45
c54a9e6d6cf85712,naive_tight,gemini-2.0-flash,informativeness,75,True,,680,62
c54a9e6d6cf85712,lit_informed_tight,llama-3.3-70b,clarity,95,True,,637,87
c54a9e6d6cf85712,lit_informed_tight,llama-3.3-70b,informativeness,90,True,,676,92
c54a9e6d6cf85712,lit_informed_tight,gemini-2.0-flash,clarity,90,True,,632,53
c54a9e6d6cf85712,lit_informed_tight,gemini-2.0-flash,informativeness,75,True,,668,62
057ff2c32392f26f,naive_tight,llama-3.3-70b,clarity,95,True,,614,88
057ff2c32392f26f,naive_tight,llama-3.3-70b,informativeness,81,True,,653,79
057ff2c32392f26f,naive_tight,gemini-2.0-flash,clarity,85,True,,606,57
057ff2c32392f26f,naive_tight,gemini-2.0-flash,informativeness,70,True,,642,71
057ff2c32392f26f,lit_informed_tight,llama-3.3-70b,clarity,90,True,,600,75
057ff2c32392f26f,lit_informed_tight,llama-3.3-70b,informativeness,75,True,,639,90
057ff2c32392f26f,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,593,45
057ff2c32392f26f,lit_informed_tight,gemini-2.0-flash,informativeness,70,True,,629,64
5b1a59dd1d9b4792,naive_tight,llama-3.3-70b,clarity,90,True,,614,73
5b1a59dd1d9b4792,naive_tight,llama-3.3-70b,informativeness,55,True,,653,93
5b1a59dd1d9b4792,naive_tight,gemini-2.0-flash,clarity,85,True,,611,53
5b1a59dd1d9b4792,naive_tight,gemini-2.0-flash,informativeness,55,True,,647,92
5b1a59dd1d9b4792,lit_informed_tight,llama-3.3-70b,clarity,90,True,,627,74
5b1a59dd1d9b4792,lit_informed_tight,llama-3.3-70b,informativeness,70,True,,666,91
5b1a59dd1d9b4792,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,624,45
5b1a59dd1d9b4792,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,660,57
3ee198223817a252,naive_tight,llama-3.3-70b,clarity,95,True,,638,74
3ee198223817a252,naive_tight,llama-3.3-70b,informativeness,78,True,,677,90
3ee198223817a252,naive_tight,gemini-2.0-flash,clarity,90,True,,631,54
3ee198223817a252,naive_tight,gemini-2.0-flash,informativeness,70,True,,667,59
3ee198223817a252,lit_informed_tight,llama-3.3-70b,clarity,95,True,,670,87
3ee198223817a252,lit_informed_tight,llama-3.3-70b,informativeness,85,True,,709,97
3ee198223817a252,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,663,54
3ee198223817a252,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,699,63
92c1f6a8c5431da1,naive_tight,llama-3.3-70b,clarity,90,True,,583,74
92c1f6a8c5431da1,naive_tight,llama-3.3-70b,informativeness,65,True,,622,110
92c1f6a8c5431da1,naive_tight,gemini-2.0-flash,clarity,85,True,,579,53
92c1f6a8c5431da1,naive_tight,gemini-2.0-flash,informativeness,55,True,,615,58
92c1f6a8c5431da1,lit_informed_tight,llama-3.3-70b,clarity,90,True,,600,74
92c1f6a8c5431da1,lit_informed_tight,llama-3.3-70b,informativeness,75,True,,639,98
92c1f6a8c5431da1,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,595,50
92c1f6a8c5431da1,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,631,54
1d794e63e829f68f,naive_tight,llama-3.3-70b,clarity,85,True,,591,85
1d794e63e829f68f,naive_tight,llama-3.3-70b,informativeness,60,True,,630,123
1d794e63e829f68f,naive_tight,gemini-2.0-flash,clarity,72,True,,585,56
1d794e63e829f68f,naive_tight,gemini-2.0-flash,informativeness,45,True,,621,77
1d794e63e829f68f,lit_informed_tight,llama-3.3-70b,clarity,90,True,,601,74
1d794e63e829f68f,lit_informed_tight,llama-3.3-70b,informativeness,50,True,,640,113
1d794e63e829f68f,lit_informed_tight,gemini-2.0-flash,clarity,75,True,,593,49
1d794e63e829f68f,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,629,66
6f87a80d0598346a,naive_tight,llama-3.3-70b,clarity,85,True,,583,88
6f87a80d0598346a,naive_tight,llama-3.3-70b,informativeness,41,True,,622,102
6f87a80d0598346a,naive_tight,gemini-2.0-flash,clarity,75,True,,578,55
6f87a80d0598346a,naive_tight,gemini-2.0-flash,informativeness,55,True,,614,62
6f87a80d0598346a,lit_informed_tight,llama-3.3-70b,clarity,90,True,,570,74
6f87a80d0598346a,lit_informed_tight,llama-3.3-70b,informativeness,73,True,,609,81
6f87a80d0598346a,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,566,43
6f87a80d0598346a,lit_informed_tight,gemini-2.0-flash,informativeness,65,True,,602,61
fb7e92a948c58f41,naive_tight,llama-3.3-70b,clarity,90,True,,630,93
fb7e92a948c58f41,naive_tight,llama-3.3-70b,informativeness,80,True,,669,89
fb7e92a948c58f41,naive_tight,gemini-2.0-flash,clarity,85,True,,627,45
fb7e92a948c58f41,naive_tight,gemini-2.0-flash,informativeness,65,True,,663,52
fb7e92a948c58f41,lit_informed_tight,llama-3.3-70b,clarity,90,True,,612,110
fb7e92a948c58f41,lit_informed_tight,llama-3.3-70b,informativeness,85,True,,651,89
fb7e92a948c58f41,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,612,41
fb7e92a948c58f41,lit_informed_tight,gemini-2.0-flash,informativeness,70,True,,648,56
7577ee8ce1628a86,naive_tight,llama-3.3-70b,clarity,90,True,,594,85
7577ee8ce1628a86,naive_tight,llama-3.3-70b,informativeness,65,True,,633,103
7577ee8ce1628a86,naive_tight,gemini-2.0-flash,clarity,85,True,,589,50
7577ee8ce1628a86,naive_tight,gemini-2.0-flash,informativeness,55,True,,625,79
7577ee8ce1628a86,lit_informed_tight,llama-3.3-70b,clarity,90,True,,604,94
7577ee8ce1628a86,lit_informed_tight,llama-3.3-70b,informativeness,78,True,,643,111
7577ee8ce1628a86,lit_informed_tight,gemini-2.0-flash,clarity,85,True,,597,52
7577ee8ce1628a86,lit_informed_tight,gemini-2.0-flash,informativeness,55,True,,633,82
afa001a6b6c98a1d,naive_tight,llama-3.3-70b,clarity,90,True,,576,73
afa001a6b6c98a1d,naive_tight,llama-3.3-70b,informativeness,41,True,,615,86
afa001a6b6c98a1d,naive_tight,gemini-2.0-flash,clarity,85,True,,569,45
afa001a6b6c98a1d,naive_tight,gemini-2.0-flash,informativeness,55,True,,605,81
