document_id,method,judge,clarity,informativeness,orig_clarity,orig_informativeness,human_clarity,human_informativeness,paragraph_type,model_name,delta_clarity,delta_informativeness
1919e8193980ed65,lit_informed_tight,gemini-2.0-flash,85,70,85.0,70.0,77.8,72.0,model,openai/chatgpt-4o-latest,0.0,0.0
1919e8193980ed65,lit_informed_tight,llama-3.3-70b,90,82,90.0,82.0,77.8,72.0,model,openai/chatgpt-4o-latest,0.0,0.0
1919e8193980ed65,naive_tight,gemini-2.0-flash,85,70,85.0,70.0,77.8,72.0,model,openai/chatgpt-4o-latest,0.0,0.0
1919e8193980ed65,naive_tight,llama-3.3-70b,90,80,90.0,82.0,77.8,72.0,model,openai/chatgpt-4o-latest,0.0,-2.0
1a8101de41fd831e,lit_informed_tight,gemini-2.0-flash,85,65,65.0,45.0,65.3,31.8,writer,,20.0,20.0
1a8101de41fd831e,lit_informed_tight,llama-3.3-70b,90,80,55.0,40.0,65.3,31.8,writer,,35.0,40.0
1a8101de41fd831e,naive_tight,gemini-2.0-flash,85,65,65.0,45.0,65.3,31.8,writer,,20.0,20.0
1a8101de41fd831e,naive_tight,llama-3.3-70b,90,60,55.0,40.0,65.3,31.8,writer,,35.0,20.0
1bf8293f45c2b085,lit_informed_tight,gemini-2.0-flash,85,65,85.0,65.0,94.11111111111111,70.33333333333333,edited,anthropic/claude-sonnet-4,0.0,0.0
1bf8293f45c2b085,lit_informed_tight,llama-3.3-70b,90,80,90.0,80.0,94.11111111111111,70.33333333333333,edited,anthropic/claude-sonnet-4,0.0,0.0
1bf8293f45c2b085,naive_tight,gemini-2.0-flash,85,65,85.0,65.0,94.11111111111111,70.33333333333333,edited,anthropic/claude-sonnet-4,0.0,0.0
1bf8293f45c2b085,naive_tight,llama-3.3-70b,90,81,90.0,80.0,94.11111111111111,70.33333333333333,edited,anthropic/claude-sonnet-4,0.0,1.0
1d794e63e829f68f,lit_informed_tight,gemini-2.0-flash,75,55,72.0,45.0,80.0,67.36363636363636,model,anthropic/claude-sonnet-4,3.0,10.0
1d794e63e829f68f,lit_informed_tight,llama-3.3-70b,90,50,90.0,41.0,80.0,67.36363636363636,model,anthropic/claude-sonnet-4,0.0,9.0
1d794e63e829f68f,naive_tight,gemini-2.0-flash,72,45,72.0,45.0,80.0,67.36363636363636,model,anthropic/claude-sonnet-4,0.0,0.0
1d794e63e829f68f,naive_tight,llama-3.3-70b,85,60,90.0,41.0,80.0,67.36363636363636,model,anthropic/claude-sonnet-4,-5.0,19.0
2264ff11742e116d,lit_informed_tight,gemini-2.0-flash,85,65,85.0,65.0,87.8,54.6,model,openai/chatgpt-4o-latest,0.0,0.0
2264ff11742e116d,lit_informed_tight,llama-3.3-70b,90,81,90.0,81.0,87.8,54.6,model,openai/chatgpt-4o-latest,0.0,0.0
2264ff11742e116d,naive_tight,gemini-2.0-flash,85,65,85.0,65.0,87.8,54.6,model,openai/chatgpt-4o-latest,0.0,0.0
2264ff11742e116d,naive_tight,llama-3.3-70b,90,81,90.0,81.0,87.8,54.6,model,openai/chatgpt-4o-latest,0.0,0.0
2cf6b47d1c0e2d21,lit_informed_tight,gemini-2.0-flash,85,30,65.0,10.0,40.833333333333336,9.25,edited,anthropic/claude-sonnet-4,20.0,20.0
2cf6b47d1c0e2d21,lit_informed_tight,llama-3.3-70b,90,20,60.0,0.0,40.833333333333336,9.25,edited,anthropic/claude-sonnet-4,30.0,20.0
2cf6b47d1c0e2d21,naive_tight,gemini-2.0-flash,85,10,65.0,10.0,40.833333333333336,9.25,edited,anthropic/claude-sonnet-4,20.0,0.0
2cf6b47d1c0e2d21,naive_tight,llama-3.3-70b,40,0,60.0,0.0,40.833333333333336,9.25,edited,anthropic/claude-sonnet-4,-20.0,0.0
2e47af097c0e6847,lit_informed_tight,gemini-2.0-flash,85,55,85.0,55.0,92.77777777777776,54.11111111111112,edited,openai/chatgpt-4o-latest,0.0,0.0
2e47af097c0e6847,lit_informed_tight,llama-3.3-70b,90,50,90.0,50.0,92.77777777777776,54.11111111111112,edited,openai/chatgpt-4o-latest,0.0,0.0
2e47af097c0e6847,naive_tight,gemini-2.0-flash,85,55,85.0,55.0,92.77777777777776,54.11111111111112,edited,openai/chatgpt-4o-latest,0.0,0.0
2e47af097c0e6847,naive_tight,llama-3.3-70b,90,50,90.0,50.0,92.77777777777776,54.11111111111112,edited,openai/chatgpt-4o-latest,0.0,0.0
2f2796533557850f,lit_informed_tight,gemini-2.0-flash,85,65,65.0,55.0,75.1,68.8,writer,,20.0,10.0
2f2796533557850f,lit_informed_tight,llama-3.3-70b,90,90,55.0,60.0,75.1,68.8,writer,,35.0,30.0
2f2796533557850f,naive_tight,gemini-2.0-flash,75,65,65.0,55.0,75.1,68.8,writer,,10.0,10.0
2f2796533557850f,naive_tight,llama-3.3-70b,90,81,55.0,60.0,75.1,68.8,writer,,35.0,21.0
33540b7c5a2f3abe,lit_informed_tight,gemini-2.0-flash,85,70,85.0,55.0,70.6,62.4,model,deepseek/deepseek-chat-v3-0324,0.0,15.0
33540b7c5a2f3abe,lit_informed_tight,llama-3.3-70b,90,81,95.0,75.0,70.6,62.4,model,deepseek/deepseek-chat-v3-0324,-5.0,6.0
33540b7c5a2f3abe,naive_tight,gemini-2.0-flash,85,55,85.0,55.0,70.6,62.4,model,deepseek/deepseek-chat-v3-0324,0.0,0.0
33540b7c5a2f3abe,naive_tight,llama-3.3-70b,95,60,95.0,75.0,70.6,62.4,model,deepseek/deepseek-chat-v3-0324,0.0,-15.0
34c870742f78a73d,lit_informed_tight,gemini-2.0-flash,85,55,85.0,55.0,85.91666666666667,61.333333333333336,edited,deepseek/deepseek-chat-v3-0324,0.0,0.0
34c870742f78a73d,lit_informed_tight,llama-3.3-70b,95,55,95.0,75.0,85.91666666666667,61.333333333333336,edited,deepseek/deepseek-chat-v3-0324,0.0,-20.0
34c870742f78a73d,naive_tight,gemini-2.0-flash,85,65,85.0,55.0,85.91666666666667,61.333333333333336,edited,deepseek/deepseek-chat-v3-0324,0.0,10.0
34c870742f78a73d,naive_tight,llama-3.3-70b,95,65,95.0,75.0,85.91666666666667,61.333333333333336,edited,deepseek/deepseek-chat-v3-0324,0.0,-10.0
36c93c29270ab3f3,lit_informed_tight,gemini-2.0-flash,85,75,85.0,75.0,76.7,77.5,edited,deepseek/deepseek-chat-v3-0324,0.0,0.0
36c93c29270ab3f3,lit_informed_tight,llama-3.3-70b,95,85,90.0,68.0,76.7,77.5,edited,deepseek/deepseek-chat-v3-0324,5.0,17.0
36c93c29270ab3f3,naive_tight,gemini-2.0-flash,85,70,85.0,75.0,76.7,77.5,edited,deepseek/deepseek-chat-v3-0324,0.0,-5.0
36c93c29270ab3f3,naive_tight,llama-3.3-70b,95,65,90.0,68.0,76.7,77.5,edited,deepseek/deepseek-chat-v3-0324,5.0,-3.0
38553541f9faeb0d,lit_informed_tight,gemini-2.0-flash,85,55,68.0,55.0,80.44444444444444,60.333333333333336,edited,anthropic/claude-sonnet-4,17.0,0.0
38553541f9faeb0d,lit_informed_tight,llama-3.3-70b,90,65,85.0,60.0,80.44444444444444,60.333333333333336,edited,anthropic/claude-sonnet-4,5.0,5.0
38553541f9faeb0d,naive_tight,gemini-2.0-flash,85,55,68.0,55.0,80.44444444444444,60.333333333333336,edited,anthropic/claude-sonnet-4,17.0,0.0
38553541f9faeb0d,naive_tight,llama-3.3-70b,90,60,85.0,60.0,80.44444444444444,60.333333333333336,edited,anthropic/claude-sonnet-4,5.0,0.0
38a2a1578b783202,lit_informed_tight,gemini-2.0-flash,85,55,75.0,65.0,61.3,44.6,model,openai/chatgpt-4o-latest,10.0,-10.0
38a2a1578b783202,lit_informed_tight,llama-3.3-70b,90,80,90.0,55.0,61.3,44.6,model,openai/chatgpt-4o-latest,0.0,25.0
38a2a1578b783202,naive_tight,gemini-2.0-flash,85,65,75.0,65.0,61.3,44.6,model,openai/chatgpt-4o-latest,10.0,0.0
38a2a1578b783202,naive_tight,llama-3.3-70b,90,60,90.0,55.0,61.3,44.6,model,openai/chatgpt-4o-latest,0.0,5.0
39c9aabaa3691cdf,lit_informed_tight,gemini-2.0-flash,75,45,55.0,45.0,68.88888888888889,25.444444444444443,writer,,20.0,0.0
39c9aabaa3691cdf,lit_informed_tight,llama-3.3-70b,90,60,55.0,40.0,68.88888888888889,25.444444444444443,writer,,35.0,20.0
39c9aabaa3691cdf,naive_tight,gemini-2.0-flash,75,55,55.0,45.0,68.88888888888889,25.444444444444443,writer,,20.0,10.0
39c9aabaa3691cdf,naive_tight,llama-3.3-70b,90,50,55.0,40.0,68.88888888888889,25.444444444444443,writer,,35.0,10.0
3e038efd39410b53,lit_informed_tight,gemini-2.0-flash,85,75,85.0,70.0,79.36363636363636,61.36363636363637,model,anthropic/claude-sonnet-4,0.0,5.0
3e038efd39410b53,lit_informed_tight,llama-3.3-70b,90,81,95.0,81.0,79.36363636363636,61.36363636363637,model,anthropic/claude-sonnet-4,-5.0,0.0
3e038efd39410b53,naive_tight,gemini-2.0-flash,85,75,85.0,70.0,79.36363636363636,61.36363636363637,model,anthropic/claude-sonnet-4,0.0,5.0
3e038efd39410b53,naive_tight,llama-3.3-70b,95,85,95.0,81.0,79.36363636363636,61.36363636363637,model,anthropic/claude-sonnet-4,0.0,4.0
3ee198223817a252,lit_informed_tight,gemini-2.0-flash,85,65,85.0,65.0,83.44444444444444,68.44444444444444,model,anthropic/claude-sonnet-4,0.0,0.0
3ee198223817a252,lit_informed_tight,llama-3.3-70b,95,85,95.0,82.0,83.44444444444444,68.44444444444444,model,anthropic/claude-sonnet-4,0.0,3.0
3ee198223817a252,naive_tight,gemini-2.0-flash,90,70,85.0,65.0,83.44444444444444,68.44444444444444,model,anthropic/claude-sonnet-4,5.0,5.0
3ee198223817a252,naive_tight,llama-3.3-70b,95,78,95.0,82.0,83.44444444444444,68.44444444444444,model,anthropic/claude-sonnet-4,0.0,-4.0
42e41f7467e16003,lit_informed_tight,gemini-2.0-flash,85,70,65.0,55.0,58.9,50.1,model,openai/chatgpt-4o-latest,20.0,15.0
42e41f7467e16003,lit_informed_tight,llama-3.3-70b,90,73,70.0,60.0,58.9,50.1,model,openai/chatgpt-4o-latest,20.0,13.0
42e41f7467e16003,naive_tight,gemini-2.0-flash,72,65,65.0,55.0,58.9,50.1,model,openai/chatgpt-4o-latest,7.0,10.0
42e41f7467e16003,naive_tight,llama-3.3-70b,90,75,70.0,60.0,58.9,50.1,model,openai/chatgpt-4o-latest,20.0,15.0
48131b5315dfb00e,lit_informed_tight,gemini-2.0-flash,85,65,90.0,55.0,90.66666666666669,76.77777777777777,model,openai/chatgpt-4o-latest,-5.0,10.0
48131b5315dfb00e,lit_informed_tight,llama-3.3-70b,95,68,95.0,65.0,90.66666666666669,76.77777777777777,model,openai/chatgpt-4o-latest,0.0,3.0
48131b5315dfb00e,naive_tight,gemini-2.0-flash,90,65,90.0,55.0,90.66666666666669,76.77777777777777,model,openai/chatgpt-4o-latest,0.0,10.0
48131b5315dfb00e,naive_tight,llama-3.3-70b,95,61,95.0,65.0,90.66666666666669,76.77777777777777,model,openai/chatgpt-4o-latest,0.0,-4.0
4bca86b14c741ade,lit_informed_tight,gemini-2.0-flash,90,65,85.0,65.0,85.4,63.7,model,openai/chatgpt-4o-latest,5.0,0.0
4bca86b14c741ade,lit_informed_tight,llama-3.3-70b,90,55,90.0,55.0,85.4,63.7,model,openai/chatgpt-4o-latest,0.0,0.0
4bca86b14c741ade,naive_tight,gemini-2.0-flash,85,65,85.0,65.0,85.4,63.7,model,openai/chatgpt-4o-latest,0.0,0.0
4bca86b14c741ade,naive_tight,llama-3.3-70b,90,55,90.0,55.0,85.4,63.7,model,openai/chatgpt-4o-latest,0.0,0.0
4be7e877ca9e3d47,lit_informed_tight,gemini-2.0-flash,85,65,85.0,65.0,67.9,57.8,model,openai/chatgpt-4o-latest,0.0,0.0
4be7e877ca9e3d47,lit_informed_tight,llama-3.3-70b,90,80,90.0,70.0,67.9,57.8,model,openai/chatgpt-4o-latest,0.0,10.0
4be7e877ca9e3d47,naive_tight,gemini-2.0-flash,85,65,85.0,65.0,67.9,57.8,model,openai/chatgpt-4o-latest,0.0,0.0
4be7e877ca9e3d47,naive_tight,llama-3.3-70b,90,80,90.0,70.0,67.9,57.8,model,openai/chatgpt-4o-latest,0.0,10.0
4f5f9ecdc083eaab,lit_informed_tight,gemini-2.0-flash,75,65,75.0,70.0,71.25,62.833333333333336,model,deepseek/deepseek-chat-v3-0324,0.0,-5.0
4f5f9ecdc083eaab,lit_informed_tight,llama-3.3-70b,85,73,85.0,73.0,71.25,62.833333333333336,model,deepseek/deepseek-chat-v3-0324,0.0,0.0
4f5f9ecdc083eaab,naive_tight,gemini-2.0-flash,85,70,75.0,70.0,71.25,62.833333333333336,model,deepseek/deepseek-chat-v3-0324,10.0,0.0
4f5f9ecdc083eaab,naive_tight,llama-3.3-70b,90,80,85.0,73.0,71.25,62.833333333333336,model,deepseek/deepseek-chat-v3-0324,5.0,7.0
525eb53e6a381dff,lit_informed_tight,gemini-2.0-flash,75,55,68.0,55.0,65.7,35.0,writer,,7.0,0.0
525eb53e6a381dff,lit_informed_tight,llama-3.3-70b,90,68,,50.0,65.7,35.0,writer,,,18.0
525eb53e6a381dff,naive_tight,gemini-2.0-flash,75,65,68.0,55.0,65.7,35.0,writer,,7.0,10.0
525eb53e6a381dff,naive_tight,llama-3.3-70b,90,65,,50.0,65.7,35.0,writer,,,15.0
56e222895cca8876,lit_informed_tight,gemini-2.0-flash,90,65,75.0,65.0,79.18181818181819,80.81818181818181,writer,,15.0,0.0
56e222895cca8876,lit_informed_tight,llama-3.3-70b,98,70,85.0,80.0,79.18181818181819,80.81818181818181,writer,,13.0,-10.0
56e222895cca8876,naive_tight,gemini-2.0-flash,85,65,75.0,65.0,79.18181818181819,80.81818181818181,writer,,10.0,0.0
56e222895cca8876,naive_tight,llama-3.3-70b,95,85,85.0,80.0,79.18181818181819,80.81818181818181,writer,,10.0,5.0
5b1a59dd1d9b4792,lit_informed_tight,gemini-2.0-flash,85,55,90.0,55.0,83.0,53.0,model,anthropic/claude-sonnet-4,-5.0,0.0
5b1a59dd1d9b4792,lit_informed_tight,llama-3.3-70b,90,70,90.0,55.0,83.0,53.0,model,anthropic/claude-sonnet-4,0.0,15.0
5b1a59dd1d9b4792,naive_tight,gemini-2.0-flash,85,55,90.0,55.0,83.0,53.0,model,anthropic/claude-sonnet-4,-5.0,0.0
5b1a59dd1d9b4792,naive_tight,llama-3.3-70b,90,55,90.0,55.0,83.0,53.0,model,anthropic/claude-sonnet-4,0.0,0.0
615723e94db23a21,lit_informed_tight,gemini-2.0-flash,85,65,85.0,70.0,85.4,71.0,model,deepseek/deepseek-chat-v3-0324,0.0,-5.0
615723e94db23a21,lit_informed_tight,llama-3.3-70b,90,81,90.0,82.0,85.4,71.0,model,deepseek/deepseek-chat-v3-0324,0.0,-1.0
615723e94db23a21,naive_tight,gemini-2.0-flash,85,65,85.0,70.0,85.4,71.0,model,deepseek/deepseek-chat-v3-0324,0.0,-5.0
615723e94db23a21,naive_tight,llama-3.3-70b,95,80,90.0,82.0,85.4,71.0,model,deepseek/deepseek-chat-v3-0324,5.0,-2.0
6409a81d27eddbbd,lit_informed_tight,gemini-2.0-flash,85,70,85.0,70.0,85.6,53.5,model,deepseek/deepseek-chat-v3-0324,0.0,0.0
6409a81d27eddbbd,lit_informed_tight,llama-3.3-70b,90,80,90.0,65.0,85.6,53.5,model,deepseek/deepseek-chat-v3-0324,0.0,15.0
6409a81d27eddbbd,naive_tight,gemini-2.0-flash,85,65,85.0,70.0,85.6,53.5,model,deepseek/deepseek-chat-v3-0324,0.0,-5.0
6409a81d27eddbbd,naive_tight,llama-3.3-70b,90,65,90.0,65.0,85.6,53.5,model,deepseek/deepseek-chat-v3-0324,0.0,0.0
64fe2cfa1a9c325b,lit_informed_tight,gemini-2.0-flash,75,55,75.0,45.0,90.7,73.5,model,anthropic/claude-sonnet-4,0.0,10.0
64fe2cfa1a9c325b,lit_informed_tight,llama-3.3-70b,90,50,90.0,41.0,90.7,73.5,model,anthropic/claude-sonnet-4,0.0,9.0
64fe2cfa1a9c325b,naive_tight,gemini-2.0-flash,65,45,75.0,45.0,90.7,73.5,model,anthropic/claude-sonnet-4,-10.0,0.0
64fe2cfa1a9c325b,naive_tight,llama-3.3-70b,80,30,90.0,41.0,90.7,73.5,model,anthropic/claude-sonnet-4,-10.0,-11.0
6733d4d6ca76c4b4,lit_informed_tight,gemini-2.0-flash,85,75,85.0,55.0,86.0,42.0,model,deepseek/deepseek-chat-v3-0324,0.0,20.0
6733d4d6ca76c4b4,lit_informed_tight,llama-3.3-70b,90,82,90.0,65.0,86.0,42.0,model,deepseek/deepseek-chat-v3-0324,0.0,17.0
6733d4d6ca76c4b4,naive_tight,gemini-2.0-flash,85,70,85.0,55.0,86.0,42.0,model,deepseek/deepseek-chat-v3-0324,0.0,15.0
6733d4d6ca76c4b4,naive_tight,llama-3.3-70b,90,68,90.0,65.0,86.0,42.0,model,deepseek/deepseek-chat-v3-0324,0.0,3.0
69717cebd3d64b00,lit_informed_tight,gemini-2.0-flash,90,55,90.0,55.0,89.3,78.7,edited,openai/chatgpt-4o-latest,0.0,0.0
69717cebd3d64b00,lit_informed_tight,llama-3.3-70b,95,60,95.0,60.0,89.3,78.7,edited,openai/chatgpt-4o-latest,0.0,0.0
69717cebd3d64b00,naive_tight,gemini-2.0-flash,90,55,90.0,55.0,89.3,78.7,edited,openai/chatgpt-4o-latest,0.0,0.0
69717cebd3d64b00,naive_tight,llama-3.3-70b,95,60,95.0,60.0,89.3,78.7,edited,openai/chatgpt-4o-latest,0.0,0.0
6ae4a216764c6520,lit_informed_tight,gemini-2.0-flash,85,65,85.0,55.0,75.8,51.2,model,deepseek/deepseek-chat-v3-0324,0.0,10.0
6ae4a216764c6520,lit_informed_tight,llama-3.3-70b,90,80,95.0,80.0,75.8,51.2,model,deepseek/deepseek-chat-v3-0324,-5.0,0.0
6ae4a216764c6520,naive_tight,gemini-2.0-flash,85,65,85.0,55.0,75.8,51.2,model,deepseek/deepseek-chat-v3-0324,0.0,10.0
6ae4a216764c6520,naive_tight,llama-3.3-70b,90,68,95.0,80.0,75.8,51.2,model,deepseek/deepseek-chat-v3-0324,-5.0,-12.0
6bb3c2abdc1ee9d1,lit_informed_tight,gemini-2.0-flash,85,55,75.0,45.0,64.44444444444444,46.55555555555556,model,openai/chatgpt-4o-latest,10.0,10.0
6bb3c2abdc1ee9d1,lit_informed_tight,llama-3.3-70b,90,60,85.0,58.0,64.44444444444444,46.55555555555556,model,openai/chatgpt-4o-latest,5.0,2.0
6bb3c2abdc1ee9d1,naive_tight,gemini-2.0-flash,75,65,75.0,45.0,64.44444444444444,46.55555555555556,model,openai/chatgpt-4o-latest,0.0,20.0
6bb3c2abdc1ee9d1,naive_tight,llama-3.3-70b,90,73,85.0,58.0,64.44444444444444,46.55555555555556,model,openai/chatgpt-4o-latest,5.0,15.0
6cc42c2f02edbd00,lit_informed_tight,gemini-2.0-flash,85,75,68.0,65.0,89.3,81.2,edited,deepseek/deepseek-chat-v3-0324,17.0,10.0
6cc42c2f02edbd00,lit_informed_tight,llama-3.3-70b,90,78,78.0,68.0,89.3,81.2,edited,deepseek/deepseek-chat-v3-0324,12.0,10.0
6cc42c2f02edbd00,naive_tight,gemini-2.0-flash,85,70,68.0,65.0,89.3,81.2,edited,deepseek/deepseek-chat-v3-0324,17.0,5.0
6cc42c2f02edbd00,naive_tight,llama-3.3-70b,90,73,78.0,68.0,89.3,81.2,edited,deepseek/deepseek-chat-v3-0324,12.0,5.0
6e09710086db9df2,lit_informed_tight,gemini-2.0-flash,85,75,75.0,70.0,85.2,67.7,model,deepseek/deepseek-chat-v3-0324,10.0,5.0
6e09710086db9df2,lit_informed_tight,llama-3.3-70b,90,78,95.0,78.0,85.2,67.7,model,deepseek/deepseek-chat-v3-0324,-5.0,0.0
6e09710086db9df2,naive_tight,gemini-2.0-flash,85,65,75.0,70.0,85.2,67.7,model,deepseek/deepseek-chat-v3-0324,10.0,-5.0
6e09710086db9df2,naive_tight,llama-3.3-70b,95,77,95.0,78.0,85.2,67.7,model,deepseek/deepseek-chat-v3-0324,0.0,-1.0
6f87a80d0598346a,lit_informed_tight,gemini-2.0-flash,85,65,72.0,55.0,43.8,48.6,model,anthropic/claude-sonnet-4,13.0,10.0
6f87a80d0598346a,lit_informed_tight,llama-3.3-70b,90,73,85.0,41.0,43.8,48.6,model,anthropic/claude-sonnet-4,5.0,32.0
6f87a80d0598346a,naive_tight,gemini-2.0-flash,75,55,72.0,55.0,43.8,48.6,model,anthropic/claude-sonnet-4,3.0,0.0
6f87a80d0598346a,naive_tight,llama-3.3-70b,85,41,85.0,41.0,43.8,48.6,model,anthropic/claude-sonnet-4,0.0,0.0
7095e819facada4e,lit_informed_tight,gemini-2.0-flash,85,55,72.0,55.0,80.1,65.5,model,anthropic/claude-sonnet-4,13.0,0.0
7095e819facada4e,lit_informed_tight,llama-3.3-70b,90,60,90.0,60.0,80.1,65.5,model,anthropic/claude-sonnet-4,0.0,0.0
7095e819facada4e,naive_tight,gemini-2.0-flash,72,55,72.0,55.0,80.1,65.5,model,anthropic/claude-sonnet-4,0.0,0.0
7095e819facada4e,naive_tight,llama-3.3-70b,90,41,90.0,60.0,80.1,65.5,model,anthropic/claude-sonnet-4,0.0,-19.0
73b7fb30a6f7422b,lit_informed_tight,gemini-2.0-flash,85,75,85.0,65.0,84.0,55.5,model,openai/chatgpt-4o-latest,0.0,10.0
